"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GDAZ4TRF","book","2010","Brebbia, C. A.; Pineda, F. D.","Sustainable Tourism IV","","978-1-84564-458-1","","","","Tourism has become a major international industry, with many countries all over the world relying on the income it produces. Because it is a major source of finances and employment, government and other institutions activitely promote tourism, regardless of the impact on the environment, ecology and social structure of the region. The demands of tourism can contribute to the destruction of the natural and cultural environment upon which it depends. The natural and cultural landscape&#39;s capacity to accommodate the local and worldwide effects of tourism, the typology thereof and its implications for the economy and society constitute very important study objectives. The development of tourism can result in the degradation of natural landscapes that paradoxically attract tourists to such areas. Featured topics include: Tourism Strategies; Tourism as a Tool of Development; Tourism Impact; Tourism and Protected Areas; Rural Tourism; Community Involvement; IT and Tourism; Climate Change and Tourism; Environmental Issues; Art, Architecture and Culture; Modelling; Emergent Strategies for Tourism Development; Landscape and Tourism; Tourism and Urban Planning.","2010","2024-02-18 15:49:20","2024-02-18 15:49:20","","","626","","","","","","","","","","WIT Press","","en","","","","","Google Books","","Google-Books-ID: E2iQGWzudxsC","","","https://books.google.com.ng/books?id=E2iQGWzudxsC","","Business & Economics / Development / Sustainable Development; Business & Economics / Industries / Hospitality, Travel & Tourism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWEB5LEZ","journalArticle","2013","Pospíšil, Milan; Mates, Vojtěch","Analysing Resource Performance and its Application","","","","","","Performance analysis of resources is important part of process optimizing. It is useful to analyze performance (execution time) for particular tasks, time deviation, error rate and its improvement during time. It is also possible to use the analyzing task execution time by resource for different purposes. For example, it is possible to change process definition according to the results, make predictions using short-term simulation, or use it only as analysis of performance properties. This paper focuses on analyzing resource properties and then makes overview of its applications. Some of these methods will be evaluated on real data in manufacturing company.","2013","2024-02-18 15:49:31","2024-02-18 15:49:31","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\DONKAMS\Zotero\storage\7999UVJS\Pospíšil and Mates - 2013 - Analysing Resource Performance and its Application.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGZHFFLF","journalArticle","2012","Bresser, Rudi K. F.; Powalla, Christian","Practical implications of the resource-based view","Zeitschrift für Betriebswirtschaft","","1861-8928","10.1007/s11573-012-0553-4","https://doi.org/10.1007/s11573-012-0553-4","Managers use many decision making tools when developing a firm’s strategic direction. Ideally, such tools yield a good solution for an acceptable amount of application effort. This paper presents the results of an experimental research project that compares the effectiveness of a theory-based strategic decision making tool, theVRIO-framework, with two alternative decision making heuristics for predicting the stock-market performance of different companies. First, we assess how the predictions of theVRIO-framework contrast with decisions based on “gut feeling” using the forecasts derived from a recognition-based decision making tool, theRecognition Heuristic. Secondly, theVRIO-framework’spredictive power is compared to predictions derived fromAnalyst Ratings. Our results suggest that the predictions of theVRIO-framework are superior to those of theRecognition Heuristic and theAnalyst Ratings, supporting the practical usefulness of resource-based theory. We conclude that resource analysis is important to strategic decision making and discuss the implications of our findings for future research and management practice.","2012-04-01","2024-02-18 15:54:35","2024-02-18 15:54:35","2024-02-18 15:54:35","335-359","","4","82","","Z Betriebswirtsch","","","","","","","","en","","","","","Springer Link","","","","","","","Intuition; M10; O21; Resource-based view; Strategic analysis; Strategy tools; VRIO-framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S3KB7Z9U","book","2007","Rafinejad, Dariush","Innovation, Product Development and Commercialization: Case Studies and Key Practices for Market Leadership","","978-1-932159-70-7","","","","To succeed in the 21st century, firms must integrate their business, market, technology and resource strategies into a holistic product approach, and match technological innovation to market opportunities. Unlike other books on product development that limit their scope to the product development process, Innovation, Product Development and Commercialization takes a unique holistic approach and examines the diverse issues that managers face to channel resources in the right direction for global commercial success. The book explores innovation, new product development and commercialization decisions within an integrated framework of business, market, technology, and resource strategy. It also includes guidance on matching technology innovation to market opportunities, and details commercialization of innovation and new products and continuous improvement of existing products. Innovation, Product Development and Commercialization probes not only into the critical issues of innovation and product development, but also organizational leadership and management, and the impact of organizational structures and business processes in product leadership. This comprehensive book presents the details and nuances of a flexible product development process including best practices in R&amp;D, product and process engineering, marketing, and commercialization. It also covers the topic of technology and product portfolio planning, which is critical to proper prioritization of opportunities and investment strategies. This book is an important read for executives at the strategic level and a valuable desk reference for project managers, engineering managers, quality managers, product and marketing managers, design and process engineers, industrial engineers, manufacturing engineers, value engineers, mechanical engineers, systems engineers and others engaged in product development, innovation and commercialization.","2007-06-15","2024-02-18 15:54:39","2024-02-18 15:54:39","","","440","","","","","Innovation, Product Development and Commercialization","","","","","J. Ross Publishing","","en","","","","","Google Books","","Google-Books-ID: dSATqILWWhwC","","","https://books.google.com.ng/books?id=dSATqILWWhwC","","Business & Economics / Development / Business Development; Business & Economics / General; Business & Economics / Management; Business & Economics / Marketing / General; Business & Economics / Research & Development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WUCMRGH","journalArticle","2008","Newbert, Scott L.","Value, rareness, competitive advantage, and performance: a conceptual-level empirical investigation of the resource-based view of the firm","Strategic Management Journal","","1097-0266","10.1002/smj.686","https://onlinelibrary.wiley.com/doi/abs/10.1002/smj.686","The resource-based view of the firm (RBV) hypothesizes that the exploitation of valuable, rare resources and capabilities contributes to a firm's competitive advantage, which in turn contributes to its performance. Despite this notion, few empirical studies test these hypotheses at the conceptual level. In response to this gap, this study empirically examines the relationships between value, rareness, competitive advantage, and performance. The results suggest that value and rareness are related to competitive advantage, that competitive advantage is related to performance, and that competitive advantage mediates the rareness-performance relationship. These findings have important academic and practitioner implications which are then discussed. Copyright © 2008 John Wiley & Sons, Ltd.","2008","2024-02-18 15:54:42","2024-02-18 15:54:42","2024-02-18 15:54:42","745-768","","7","29","","","Value, rareness, competitive advantage, and performance","","","","","","","en","Copyright © 2008 John Wiley & Sons, Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/smj.686","","C:\Users\DONKAMS\Zotero\storage\K96VQ6CK\Newbert - 2008 - Value, rareness, competitive advantage, and perfor.pdf","","","competitive advantage; performance; rareness; resource-based view (RBV); resource-capability combination; value","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBSAMAXX","preprint","2010","Hulten, Charles R.","Decoding Microsoft: Intangible Capital as a Source of Company Growth","","","","10.3386/w15799","https://www.nber.org/papers/w15799","A great deal of research has been devoted to the effects of technical change on economic growth. Less attention has been given to the factors driving the growth of the technological innovators themselves. This paper examines the case of one of the central contributors to the IT revolution, the Microsoft Corporation. The company's sources of growth are estimated using the conventional Solow-Jorgenson-Griliches ""residual"" model, expanded to include investments in product research and development, sales and marketing, and organizational development (collectively termed the company's ""intangible"" capital). The picture of Microsoft that emerges from this analysis is a story about the successful use of knowledge inputs to produce knowledge outputs. It is also a story of the importance of product innovation, rather than process innovation, as a source of total factor productivity growth. The theoretical underpinnings of the empirical analysis are also examined, and a model is sketched in which the neoclassical growth accounting framework is linked to the theoretically messier world of the Schumpeterian competitor via the Berndt-Fuss theorem on capital utilization.","2010-03","2024-02-18 15:54:47","2024-02-18 15:54:47","2024-02-18 15:54:47","","","","","","","Decoding Microsoft","Working Paper Series","","","","National Bureau of Economic Research","","","","Working Paper","","","National Bureau of Economic Research","","DOI: 10.3386/w15799","","C:\Users\DONKAMS\Zotero\storage\D35XZH7Y\Hulten - 2010 - Decoding Microsoft Intangible Capital as a Source.pdf","","","","","","","","","","","","","","","","","","","","","","15799","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQJSRGPJ","webpage","2023","Miller, Richard; ミラー, リチャード","Explaining the Downfall of BlackBerry in the Smartphone Market: The Role of Leadership","","","","","http://ir-lib.wilmina.ac.jp/dspace/handle/10775/3808","Businesses in technology often experience rapid disruptions as things tend to change very quickly, with a developing market and shifting trends. While this is has been a universal truth that has affected numerous businesses few have seen the dramatic fall that Research In Motion (later BlackBerry) saw in market share and value. The roots of the company go back to 1984, and their success started to take off just before the turn of the century. The drop in market share took a very short period of time, all within a few short years. There are a variety of reasons for the change in fortunes, from a changing marketplace. This paper will examine a few of those reasons primarily through the lens of corporate leadership.","2023-03-03","2024-02-18 15:54:50","2024-02-18 15:54:50","2024-02-18 15:54:50","","","","","","","Explaining the Downfall of BlackBerry in the Smartphone Market","","","","","","","en","","Departmental Bulletin Paper","","","","","Accepted: 2023-03-03T05:53:45Z ISSN: 2434-7841 Journal Abbreviation: スマートフォン市場における BlackBerry の没落を説明する：リーダーシップの役割 Publisher: 大阪女学院短期大学","","C:\Users\DONKAMS\Zotero\storage\XJYFT4H6\3808.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NL56GNQY","journalArticle","2017","Favato, Giampiero; Vecchiato, Riccardo","Embedding real options in scenario planning: A new methodological approach","Technological Forecasting and Social Change","","0040-1625","10.1016/j.techfore.2016.05.016","https://www.sciencedirect.com/science/article/pii/S0040162516300841","The main goal of this paper is to explore whether and how we might integrate real options analysis into scenario planning in order to overcome the limitations and enhance the benefits of both techniques. So far scholars have emphasized that the main advantages of scenarios consist in developing the learning and adaptive skills of organizations. We thus investigate how to develop further these learning skills. Our paper contributes to the strategic management literature in three ways. First, it illustrates a new and simplified methodological approach to real option valuation. Second, it embeds this methodological approach into the 2×2 scenario matrix technique. Third, it deepens our understanding of the advantages that the combined use of scenarios and real options might bring to each technique.","2017-11-01","2024-02-18 16:00:14","2024-02-18 16:00:14","2024-02-18 16:00:14","135-149","","","124","","Technological Forecasting and Social Change","Embedding real options in scenario planning","","","","","","","","","","","","ScienceDirect","","","","C:\Users\DONKAMS\Zotero\storage\YAVIZYXA\Favato and Vecchiato - 2017 - Embedding real options in scenario planning A new.pdf","","","2×2 scenario matrix; Organizational learning; Pay-off method; Real options; Scenario planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R36U5EBF","journalArticle","2015","Khan, Razib","The Use of Real Option Analysis (ROA) to assist in Security Solution Decisions","","","","","","Security management, security risk management and security service evaluation involve deciding on a security strategy and an appropriate set of security solutions to align with the strategy. However, as there are limited budget, time and resources available to identify, select, employ, monitor, review and maintain the set of security solutions, multiple perspectives must be taken into consideration in the decision making process. One important factor for constructing effective security solution decision is to make the decision dynamic. The nature of security risk changes day by day. As time passes old risks may go away and new risks may arise. So it is necessary to make the security decision in such a way that it can keep pace with the frequently changing security risks. The security solution decision must be satisfied with the demand of changing circumstances due to changing in time and changing in technologies so that decision maker can maintain an acceptable risk level and demolish the undesirable effect of uncertainty by providing improved risk assessment and management activities. Real Option Analysis (ROA) can be seen as a promising alternative to offer effective and dynamic security solution decision making process. It offers possibilities to improve decision making in security solution decision. This paper investigates how ROA could be used to assist in security solution decisions by integrating ROA with Security Decision Making Process (SDMP) which facilitates any organization to achieve better business continuity plan. Later the framework is tested through a simulation example. Real option thinking has been applied to several software designs and engineering concepts, such as eXtreme Programming (XP), COTS-based development, project investment analysis, decision making in software prototyping and strategic software reuse. Comparing with the software engineering issues, planning a security solution decision through ROA includes more uncertainties.","2015-11-22","2024-02-18 16:00:50","2024-02-18 16:00:50","","","","","","","","","","","","","","","","","","","","ResearchGate","","","","C:\Users\DONKAMS\Zotero\storage\6TC4F5I2\Khan - 2015 - The Use of Real Option Analysis (ROA) to assist in.pdf; ","https://www.researchgate.net/profile/Razib-Khan-3/publication/267995079_The_Use_of_Real_Option_Analysis_ROA_to_assist_in_Security_Solution_Decisions/links/5570679e08ae193af41ff67c/The-Use-of-Real-Option-Analysis-ROA-to-assist-in-Security-Solution-Decisions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7VHR4PNE","journalArticle","2019","Alhawamdeh, Hamzeh; Alsmairat, Mohammad","Strategic Decision Making and Organization Performance: A Literature Review","International Review of Management and Marketing","","","10.32479/irmm.8161","","This paper aims to present and discuss the astrategic dissicion making and organization performance, by a review of the relevant literature has shown that a large number of previous studies have attempted to focuse on the importance of strategic dissicion making, in addition to what it is impact on the organization's performance. However, this study contributes to the understanding of factors, which influence managers, decision and performance like environment factors, leadership behavior, Organizational Justice, decision approach and process. The study concluded by reviewing the literature and previous studies indicate that the strategic decision-making process plays an important role in the effective performance of the organization.The studies also showed that the internal and external environmental factors that affect the performance of the managers to make strategic decisions , As well as , the using of decision support systems help decision-makers in providing the required information in time, which helps to raise the performance of the strategic decision that a direct impact on performance of the organization.Keywords: Strategic, Decision-making, Organizational Performance, Strategic Decision.JEL Classifications: M10; M15DOI: https://doi.org/10.32479/irmm.8161","2019-07-01","2024-02-18 16:01:09","2024-02-18 16:01:09","","95-99","","","9","","International Review of Management and Marketing","Strategic Decision Making and Organization Performance","","","","","","","","","","","","ResearchGate","","","","C:\Users\DONKAMS\Zotero\storage\P32KQ3YF\Alhawamdeh and Alsmairat - 2019 - Strategic Decision Making and Organization Perform.pdf; ","https://www.researchgate.net/profile/Mohammad-Alsmairat/publication/334588815_Strategic_Decision_Making_and_Organization_Performance_A_Literature_Review/links/5dcb3984299bf1a47b332e22/Strategic-Decision-Making-and-Organization-Performance-A-Literature-Review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MYYX5EM","webpage","","","Strategic Public Management Journal » Submission » A Review on the Relationship Between Strategic Management and Performance: The Role of Internal and External Contexts","","","","","https://dergipark.org.tr/en/pub/spmj/article/290425","","","2024-02-18 16:01:39","2024-02-18 16:01:39","2024-02-18 16:01:39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ4J4CK3","webpage","","","Informatics","","","","","https://indianjournalofmanagement.com/index.php/index/index","","","2024-02-18 16:01:59","2024-02-18 16:01:59","2024-02-18 16:01:59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2FD2WLJ","journalArticle","1997","Schlange, Lutz E.; Jüttner, Uta","Helping managers to identify the key strategic issues","Long Range Planning","","0024-6301","10.1016/S0024-6301(97)00054-X","https://www.sciencedirect.com/science/article/pii/S002463019700054X","This article proposes an analytical procedure which management can use in assessing the long-term driving forces in complex business environments. A set of models for strategic decision-making is developed and a cross-impact matrix is used to evaluate how the main factors in the business environment interact with each other. Further analysis identifies the critical factors. These are ranked according to management's ability to influence them. The factors which will have a dominant impact on the industry are selected to establish priorities for action. The energy industry is used to illustrate the application of the approach.","1997-10-01","2024-02-18 16:02:24","2024-02-18 16:02:24","2024-02-18 16:02:24","777-786","","5","30","","Long Range Planning","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\DONKAMS\Zotero\storage\CF8K8TNQ\S002463019700054X.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUYXL8JN","webpage","","Derek, F; Abell","Strategic Windows: The time to invest in a product or market is when a ‘strategic window’ is open. - Derek F. Abell, 1978","","","","","https://journals.sagepub.com/doi/abs/10.1177/002224297804200307","","","2024-02-18 16:02:33","2024-02-18 16:04:19","2024-02-18 16:02:33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICGVNUL2","journalArticle","2014","Brown, Stephen; Hutton, Brian; Clifford, Tammy; Coyle, Doug; Grima, Daniel; Wells, George; Cameron, Chris","A Microsoft-Excel-based tool for running and critically appraising network meta-analyses—an overview and application of NetMetaXL","Systematic Reviews","","2046-4053","10.1186/2046-4053-3-110","https://doi.org/10.1186/2046-4053-3-110","The use of network meta-analysis has increased dramatically in recent years. WinBUGS, a freely available Bayesian software package, has been the most widely used software package to conduct network meta-analyses. However, the learning curve for WinBUGS can be daunting, especially for new users. Furthermore, critical appraisal of network meta-analyses conducted in WinBUGS can be challenging given its limited data manipulation capabilities and the fact that generation of graphical output from network meta-analyses often relies on different software packages than the analyses themselves.","2014-09-29","2024-02-18 16:02:41","2024-02-18 16:02:41","2024-02-18 16:02:40","110","","1","3","","Systematic Reviews","","","","","","","","","","","","","BioMed Central","","","","C:\Users\DONKAMS\Zotero\storage\6BEAHGPP\Brown et al. - 2014 - A Microsoft-Excel-based tool for running and criti.pdf","","","Health technology assessment; Microsoft Excel; Network meta-analysis; Software; Systematic review; WinBUGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IZWLLUCH","journalArticle","1992","Kearns, Kevin P.","From comparative advantage to damage control: Clarifying strategic issues using swot analysis","Nonprofit Management and Leadership","","1542-7854","10.1002/nml.4130030103","https://onlinelibrary.wiley.com/doi/abs/10.1002/nml.4130030103","The principal ingredient of strategic planning is SWOT analysis—the assessment of organizational strengths, weaknesses, opportunities, and threats. SWOT can be either a powerful management tool or a superficial and even misleading exercise. Much depends on the care with which decision makers integrate their analyses of internal and external factors affecting the future of the organization. This article presents a simple yet powerful framework for identifying and clarifying four types of strategic issues facing nonprofit organizations.","1992","2024-02-18 16:02:47","2024-02-18 16:02:47","2024-02-18 16:02:47","3-22","","1","3","","","From comparative advantage to damage control","","","","","","","en","Copyright © 1992 Wiley Periodicals, Inc., A Wiley Company","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/nml.4130030103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2NVB76VM","book","2010","Cusumano, Michael A.","Staying Power: Six Enduring Principles for Managing Strategy and Innovation in an Uncertain World (Lessons from Microsoft, Apple, Intel, Google, Toyota and More)","","978-0-19-921896-7","","","","As we move into an era of simultaneous innovation and commoditization, enabled by digital technologies, managers around the world are asking themselves ""how can we both adapt to rapid changes in technology and markets, and still make enough money to survive - and thrive?"" To provide answers to these important and urgent questions, MIT Sloan School of Management Professor Michael Cusumano draws on nearly 30 years of research into the practices of global corporations that have been acknowledged leaders and benchmark setters - and Microsoft, Apple, Intel, Google, and others in software, internet services, and consumer electronics, and Toyota in manufacturing. If we look deeply enough, he contends, we can see the ideas that underpin the management practices that make for great companies, and drive their strategic evolution and innovation capabilities. From his deep knowledge of these organizations, Cusumano distils six enduring principles that he believes have been - in various combinations - crucial to their strategy, innovation management practices, and ability to deal with change and uncertainty. The first two principles - platforms (not just products), and services, for product firms - are relatively new and broader ways of thinking about strategy and business models, based on Cusumano's latest research. The other four - capabilities (not just strategy), the ""pull"" concept, economies of scope, and flexibility (not just efficiency) - all contribute to agility, which is a mix of flexibility and speed. Some practices associated with these ideas, such as dynamic capabilities, just-in-time production, iterative or prototype-driven product development, flexible design and manufacturing, modular architectures, and component reuse, are now commonly regarded as standard best practices. They are also essential to a new world dominated by platforms and technology-enabled services.","2010-09-16","2024-02-18 16:02:57","2024-02-18 16:02:57","","","388","","","","","Staying Power","","","","","Oxford University Press","","en","","","","","Google Books","","Google-Books-ID: LZ4SDAAAQBAJ","","","https://books.google.com.ng/books?id=LZ4SDAAAQBAJ","","Business & Economics / Corporate & Business History; Business & Economics / General; Business & Economics / Management; Business & Economics / New Business Enterprises; Business & Economics / Production & Operations Management; Business & Economics / Strategic Planning; Technology & Engineering / General","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W29XNXYN","journalArticle","2017","Gurl, Emet","SWOT ANALYSIS: A THEORETICAL REVIEW","","","","","http://hdl.handle.net/10673/792","This study is a literature review on SWOT, qualitative and descriptive in nature. The study will examine SWOT Analysis in a historical, theoretical, time frame perspective, as an effective situation analysis technique which plays an important role in the fields of marketing, public relations, advertising and in any fields of requiring strategic planning. SWOT Analysis is an analysis method used to evaluate the ‘strengths’, ‘weaknesses’, ‘opportunities’ and ‘threats’ involved in an organization, a plan, a project, a person or a business activity. In this qualitative and descriptive study, firstly the position of SWOT Analysis in the strategic management process is explained, secondly the components of SWOT Analysis is examined. The study includes an international sports wear brand’s SWOT Analysis; historical origins of SWOT, advantages-disadvantages and the limitations of SWOT is also reviewed. Keywords: SWOT Matrix, TOWS Analysis, TOWS Matrix, Planning, Strategic Planning.","2017-08-11","2024-02-18 16:08:11","2024-02-18 16:08:11","2024-02-18 16:08:11","","","","","","","SWOT ANALYSIS","","","","","","","en","","","","","demo.dspacedirect.org","","","","C:\Users\DONKAMS\Zotero\storage\EAZ7HBJW\Gurl - 2017 - SWOT ANALYSIS A THEORETICAL REVIEW.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WN8NA2A8","conferencePaper","2010","Loebbecke, Claudia; Soehnel, Anne; Weniger, Sandra; Weiss, Thomas","Innovating for the Mobile End-User Market: Amazon's Kindle 2 Strategy as Emerging Business Model","2010 Ninth International Conference on Mobile Business and 2010 Ninth Global Mobility Roundtable (ICMB-GMR)","","","10.1109/ICMB-GMR.2010.17","https://ieeexplore.ieee.org/abstract/document/5494789","Using the example of Amazon's Kindle 2 launch, this exploratory case study research investigates an emerging mobile business model in the eBook market that closely connects an innovative device with access to content. Reflecting on the business model and innovation literature, the paper points to the potential of an emerging mobile business model that relies on radical innovations to change industry structures combined with high uncertainty. Based on the case study of Kindle 2, the study reveals the need to align innovative products and services with a company's overall brand strategy to avoid dilution. Finally, it suggests that a mobile business model based on a proprietary approach can be successful in the short run, its long run success depends on the ability to react to new market requirements and competitors. The paper concludes with a reflection of how business models need to be dynamically re-adjusted in such a fast moving field.","2010-06","2024-02-18 16:08:18","2024-02-18 16:08:18","2024-02-18 16:08:18","51-57","","","","","","Innovating for the Mobile End-User Market","","","","","","","","","","","","IEEE Xplore","","","","","","","Amazon Kindle; Books; Business; Computer displays; Consumer electronics; Costs; Exploratory Case Study; Joining processes; Marketing and sales; Mobile Business Model Innovation; Publishing; Reflection; Technological innovation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010 Ninth International Conference on Mobile Business and 2010 Ninth Global Mobility Roundtable (ICMB-GMR)","","","","","","","","","","","","","","",""
"FUKSK2HT","journalArticle","2009","Neumann, Christoph; Metoyer, Ronald A.; Burnett, Margaret","End-user strategy programming","Journal of Visual Languages & Computing","","1045-926X","10.1016/j.jvlc.2008.04.005","https://www.sciencedirect.com/science/article/pii/S1045926X08000281","Rule-based programming systems can be fragile because they force the user to account for all logical alternatives. If an unconsidered case does arise during execution, program behavior falls through the cracks into unspecified behavior. We investigate rule-based, end-user strategy programming by introducing our Interactive Football Playbook—a domain specific, end-user programming environment to allow American football coaches to create animated football scenarios by associating strategy information with virtual football players. We address the problem of rule explosion through “rule bending” to support a minimalist, scaffolding-driven programming environment. Additionally, we introduce visual language representations for logical and sequential “and” to mitigate end-user confusion with the semantic meaning of these “and” constructs.","2009-02-01","2024-02-18 16:08:20","2024-02-18 16:08:20","2024-02-18 16:08:20","16-29","","1","20","","Journal of Visual Languages & Computing","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\DONKAMS\Zotero\storage\N9YRZB6I\S1045926X08000281.html","","","American football; Computer animation; End-user programming; Natural programming; Visual programming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2M9BH4Z","journalArticle","2018","Thelwall, Mike","Microsoft Academic automatic document searches: Accuracy for journal articles and suitability for citation analysis","Journal of Informetrics","","1751-1577","10.1016/j.joi.2017.11.001","https://www.sciencedirect.com/science/article/pii/S1751157717303346","Microsoft Academic is a free academic search engine and citation index that is similar to Google Scholar but can be automatically queried. Its data is potentially useful for bibliometric analysis if it is possible to search effectively for individual journal articles. This article compares different methods to find journal articles in its index by searching for a combination of title, authors, publication year and journal name and uses the results for the widest published correlation analysis of Microsoft Academic citation counts for journal articles so far. Based on 126,312 articles from 323 Scopus subfields in 2012, the optimal strategy to find articles with DOIs is to search for them by title and filter out those with incorrect DOIs. This finds 90% of journal articles. For articles without DOIs, the optimal strategy is to search for them by title and then filter out matches with dissimilar metadata. This finds 89% of journal articles, with an additional 1% incorrect matches. The remaining articles seem to be mainly not indexed by Microsoft Academic or indexed with a different language version of their title. From the matches, Scopus citation counts and Microsoft Academic counts have an average Spearman correlation of 0.95, with the lowest for any single field being 0.63. Thus, Microsoft Academic citation counts are almost universally equivalent to Scopus citation counts for articles that are not recent but there are national biases in the results.","2018-02-01","2024-02-18 16:08:23","2024-02-18 16:08:23","2024-02-18 16:08:22","1-9","","1","12","","Journal of Informetrics","Microsoft Academic automatic document searches","","","","","","","","","","","","ScienceDirect","","","","C:\Users\DONKAMS\Zotero\storage\ZNHAAMER\S1751157717303346.html; C:\Users\DONKAMS\Zotero\storage\6PP6U3W4\Thelwall - 2018 - Microsoft Academic automatic document searches Ac.pdf","","","Article-level citation analysis; Citation analysis; Microsoft Academic; Scientometrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4ADAW78","journalArticle","2001","Valentin, E. K.","Swot Analysis from a Resource-Based View","Journal of Marketing Theory and Practice","","1069-6679","10.1080/10696679.2001.11501891","https://doi.org/10.1080/10696679.2001.11501891","An approach to SWOT analysis is delineated and illustrated that mitigates shortcomings fostered by prevailing SWOT analysis conventions. SWOT analysis - the identification and assessment of strengths, weaknesses, opportunities, and threats - is intended to yield strategic insights. However, typical procedural guidelines consist largely of catchall questions devoid of explicit theoretical underpinnings. Too often, they produce shallow misleading results. As shown in this article, more penetrating strategic insights can be gained by following SWOT analysis guidelines derived from contemporary strategic management theory, especially the resource-based view of the firm.","2001-04-01","2024-02-18 16:08:26","2024-02-18 16:08:26","2024-02-18 16:08:26","54-69","","2","9","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Routledge _eprint: https://doi.org/10.1080/10696679.2001.11501891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5U7B6WH","journalArticle","2019","Warner, Jacob","Microsoft: A Strategic Audit","Honors Theses","","","","https://digitalcommons.unl.edu/honorstheses/140","","2019-04-07","2024-02-18 16:15:55","2024-02-18 16:15:55","","","","","","","","Microsoft","","","","","","","","","","","","","","","","C:\Users\DONKAMS\Zotero\storage\5BSDMSXD\140.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y3CNHTXC","journalArticle","2019","Eitzman, Alexander","A Strategic Audit of Microsoft","Honors Theses","","","","https://digitalcommons.unl.edu/honorstheses/149","","2019-04-01","2024-02-18 16:16:01","2024-02-18 16:16:01","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\DONKAMS\Zotero\storage\QD2PI4G2\149.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
